"id","source","offset","ownerType","ownerMethod","original"
"E0361","sharedassets0.assets","7909016",,,"戦力差は絶望的だった。"
"E0362","sharedassets0.assets","7909560",,,"閃光が焼き付く視界の中で、そばに転がる瓢箪状のものが見えた。"
"E0363","sharedassets0.assets","7910160",,,"それは少女だった。"
"E0364","sharedassets0.assets","7910696",,,"体が、ほとんどばらばらになっている。"
"E0365","sharedassets0.assets","7911260",,,"かろうじて頭部と胴体が繋がっているようだ。"
"E0366","sharedassets0.assets","7911832",,,"シャットダウンは、もうすぐだろう。"
"E0367","sharedassets0.assets","7912392",,,"そのとき――声が聞こえた。"
"E0368","sharedassets0.assets","7912948",,,"――ごめんなさい"
"E0369","sharedassets0.assets","7914024",,,"それはもう、電子音ではなかった。"
"E0370","sharedassets0.assets","7917968",,,"少女はもう、動かなかった。"
"E0371","sharedassets0.assets","7918516",,,"再び、閃光が走った。"
"E0372","sharedassets0.assets","7919056",,,"おれは、もう何も見えなかった。"
"E0373","sharedassets0.assets","7919612",,,"やつらの足音だけが頭の中で鳴り響いていた。"
"E0374","sharedassets0.assets","7920184",,,"じきにそれも聞こえなくなった。"
"E0375","sharedassets0.assets","7920740",,,"遠くの方で、熱と痛みを感じる。"
"E0376","sharedassets0.assets","7921296",,,"すべてが、おれから遠ざかっていった。"
"E0377","sharedassets0.assets","7922376",,,"おれが　あやまらなければ　ならなかったのに――"
"E0378","sharedassets0.assets","7922956",,,"きづけなくて　すまなかった"
"E0379","sharedassets0.assets","7923504",,,"もっと　おまえと　はなしが　できれば――"
"E0380","sharedassets0.assets","7924644",,,"BAD END: 残響"
"E0381","sharedassets0.assets","7926736",,,"ピロピロとうるさい音で目が覚めた。"
"E0382","sharedassets0.assets","7927296",,,"見ると、少女が森の奥の方向へ、しきりに音を鳴らしている。"
"E0383","sharedassets0.assets","7928460",,,"おい、何をやっている？"
"E0384","sharedassets0.assets","7929004",,,"──直後、その方向から鈍い振動が鳴り響く。"
"E0385","sharedassets0.assets","7930736",,,"……アンドロイド兵か！？"
"E0386","sharedassets0.assets","7931288",,,"まさか、お前が呼び寄せたのか……"
"E0387","sharedassets0.assets","7931844",,,"噂で聞いた通りの、不審な挙動。"
"E0388","sharedassets0.assets","7932400",,,"やはり、こいつは人畜無害を装った敵兵だったか。"
"E0389","sharedassets0.assets","7932980",,,"少しでも心を許したのが馬鹿だった。"
"E0390","sharedassets0.assets","7933540",,,"おれはハンドガンを取り出し、少女に銃口を向ける。"
"E0391","sharedassets0.assets","7934184",,,"おびえたような顔で、必死に意味不明な音を鳴らしていた。"
"E0392","sharedassets0.assets","7934808",,,"{echo:やめて}"
"E0393","sharedassets0.assets","7935340",,,"……黙れ。"
"E0394","sharedassets0.assets","7935864",,,"もう、機械の猿芝居には騙されない。"
"E0395","sharedassets0.assets","7936424",,,"{echo:おねがい}"
"E0396","sharedassets0.assets","7936952",,,"うるさい。"
"E0397","sharedassets0.assets","7937476",,,"おれは引き金を引いた。"
"E0398","sharedassets0.assets","7938020",,,"かすかな破裂音が響く。"
"E0399","sharedassets0.assets","7938564",,,"小口径の弾丸が、静かに少女の頭部を貫いた。"
"E0400","sharedassets0.assets","7939136",,,"よくわからない電子音が、少女からとめどなく発せられる。"
"E0401","sharedassets0.assets","7939728",,,"そのとき、少女の胸元のLEDが強く明滅した。"
"E0402","sharedassets0.assets","7940304",,,"──にげて"
"E0403","sharedassets0.assets","7941372",,,"それは電子音ではなかった。"
"E0404","sharedassets0.assets","7941920",,,"その言葉を最後に、少女は崩れ落ちた。"
"E0405","sharedassets0.assets","7942484",,,"LEDは、ゆっくりと光を失っていく。"
"E0406","sharedassets0.assets","7944232",,," ……瞬間的に言語回路が復旧したのか？"
"E0407","sharedassets0.assets","7944804",,,"最後の最後まで演技をするとは、よくわからないやつだ。"
"E0408","sharedassets0.assets","7945392",,,"そのことに少し引っかかりを覚えたが、モタモタしてはいられない。"
"E0409","sharedassets0.assets","7945996",,,"こいつが呼び寄せた敵は、すぐ近くまで迫っているのだ。"
"E0410","sharedassets0.assets","7946584",,,"おれは素早く身支度を整えた。"
"E0411","sharedassets0.assets","7947136",,,"そして、倒れた少女を一瞥しつつ、その場をあとにした。"
"E0412","sharedassets0.assets","7947724",,,"もはや完全に動かなくなった少女。"
"E0413","sharedassets0.assets","7948344",,,"その顔には、微笑みが浮かんでいた。"
"E0414","sharedassets0.assets","7949476",,,"BAD END: サイレント"
"E0415","sharedassets0.assets","7951500",,,"ナイフ"
"E0416","sharedassets0.assets","7951516",,,"ないふ"
"E0417","sharedassets0.assets","7951548",,,"ハンドガン"
"E0418","sharedassets0.assets","7951568",,,"はんどがん"
"E0419","sharedassets0.assets","7951604",,,"グレネード"
"E0420","sharedassets0.assets","7951624",,,"ぐれねーど"
"E0421","sharedassets0.assets","7951660",,,"水筒"
"E0422","sharedassets0.assets","7951672",,,"すいとう"
"E0423","sharedassets0.assets","7951704",,,"コンパス"
"E0424","sharedassets0.assets","7951720",,,"こんぱす"
"E0425","sharedassets0.assets","7951772",,,"かみかざり"
"E0426","sharedassets0.assets","7951820",,,"レーション"
"E0427","sharedassets0.assets","7951840",,,"れーしょん"
"E0428","sharedassets0.assets","7951876",,,"飲料水"
"E0429","sharedassets0.assets","7951892",,,"いんりょうすい"
"E0430","sharedassets0.assets","7951940",,,"アルコールランプ"
"E0431","sharedassets0.assets","7951968",,,"あるこーるらんぷ"
"E0432","sharedassets0.assets","7952012",,,"包帯"
"E0433","sharedassets0.assets","7952024",,,"ほうたい"
"E0434","sharedassets0.assets","7952060",,,"懐中電灯"
"E0435","sharedassets0.assets","7952076",,,"かいちゅうでんとう"
"E0436","sharedassets0.assets","7952132",,,"サバイバルブック"
"E0437","sharedassets0.assets","7952160",,,"さばいばるぶっく"
"E0438","sharedassets0.assets","7952204",,,"注射器"
"E0439","sharedassets0.assets","7952220",,,"ちゅうしゃき"
"E0440","sharedassets0.assets","7952276",,,"たんじょうびプレゼント"
"E0441","sharedassets0.assets","7952316",,,"たんじょうび/ぷれぜんと"
"E0442","sharedassets0.assets","7952376",,,"おてつだいアンドロイド"
"E0443","sharedassets0.assets","7952416",,,"おてつだい/あんどろいど"
"E0444","sharedassets0.assets","7952476",,,"パパとママ"
"E0445","sharedassets0.assets","7952496",,,"ぱぱとまま"
"E0446","sharedassets0.assets","7952528",,,"ペットもだいじなかぞく"
"E0447","sharedassets0.assets","7952568",,,"ぺっとも/だいじなかぞく"
"E0448","sharedassets0.assets","7952624",,,"ポピーのかみかざり"
"E0449","sharedassets0.assets","7952656",,,"ぽぴーの/かみかざり"
"E0450","sharedassets0.assets","7952704",,,"せんたくしっぱい　ひみつだよ"
"E0451","sharedassets0.assets","7952752",,,"せんたくしっぱい/ひみつだよ"
"E0452","sharedassets0.assets","7952812",,,"ちぢんだセーター　ごめんなさい"
"E0453","sharedassets0.assets","7952864",,,"ちぢんだせーたー/ごめんなさい"
"E0454","sharedassets0.assets","7952924",,,"ゲームもとくい　つづきはあした"
"E0455","sharedassets0.assets","7952976",,,"げーむもとくい/つづきはあした"
"E0456","sharedassets0.assets","7953040",,,"よるはいっしょに　ぬくぬくベッド"
"E0457","sharedassets0.assets","7953092",,,"よるはいっしょに/ぬくぬくべっど"
"E0458","sharedassets0.assets","7953164",,,"そっとてつなぎ　おやすみなさい"
"E0459","sharedassets0.assets","7953216",,,"そっとてつなぎ/おやすみなさい"
"E0460","sharedassets0.assets","7953304",,,"せめてくる　きかいの　へいし"
"E0461","sharedassets0.assets","7953352",,,"せめてくる/きかいの　へいし"
"E0462","sharedassets0.assets","7953412",,,"いえは　こわされ　きずつき　けがした"
"E0463","sharedassets0.assets","7953472",,,"いえは　こわされ/きずつき　けがした"
"E0464","sharedassets0.assets","7953544",,,"ぼろぼろの　わたしを　つれていく"
"E0465","sharedassets0.assets","7953596",,,"ぼろぼろの　わたしを/つれていく"
"E0466","sharedassets0.assets","7953664",,,"どうか　ゆるして"
"E0467","sharedassets0.assets","7953892",,,"たたかいは　だいきらい"
"E0468","sharedassets0.assets","7954012",,,"ぶきは　みたくない"
"E0469","sharedassets0.assets","7954124",,,"おみず　そうこに　あるよ"
"E0470","sharedassets0.assets","7954244",,,"ここは　にしの　はずれ"
"E0471","sharedassets0.assets","7954372",,,"はものは　にがて"
"E0472","sharedassets0.assets","7954484",,,"もっててくれて　ありがとう"
"E0473","sharedassets0.assets","7954612",,,"ひおこしに　べんり"
"E0474","sharedassets0.assets","7954724",,,"あんどろいど　だけど　にがて"
"E0475","sharedassets0.assets","7954852",,,"どこか　けがしてたら　いってね"
"E0476","sharedassets0.assets","7954988",,,"くらい　よみちも　へいき"
"E0477","sharedassets0.assets","7955116",,,"ふしぎな　ものが　いっぱい"
"E0478","sharedassets0.assets","7955240",,,"これを　さがしてたの"
"E0479","level0","29616",,,"はじめる"
"E0480","level0","34816",,,"体力 {0}/{1}"
"E0481","level0","36876",,,"前へ"
"E0482","level0","36888",,,"次へ"
"E0483","level0","37152",,,"停止"
"E0484","level0","37412",,,"分かった音"
"E0485","level0","37432",,,"戻る"
"E0486","level0","37628",,,"一日を終える"
"E0487","level0","37684",,,"本当に一日を終えますか？"
"E0488","level0","37724",,,"はい"
"E0489","level0","37736",,,"いいえ"
"E0490","level0","37792",,,"過ごし方"
"E0491","level0","37908",,,"- アイテムを見せる -"
"E0492","level0","37940",,,"少女に見せたいアイテムを選択します。"
"E0493","level0","38012",,,"- 声を聞く -"
"E0494","level0","38032",,,"アイテム（または再生ボタン）をクリックすると、\n少女が壊れた声でアイテム名を教えてくれます。"
"E0495","level0","38184",,,"- 文字を並べる -"
"E0496","level0","38212",,,"文字をクリックすると、その文字に対応する音が聞けます。\nアイテム名に対応する順番で文字を並べましょう。"
"E0497","level0","38380",,,"- 一日を終える -"
"E0498","level0","38408",,,"「一日を終える」ボタンが表示されている場合、\nいつでも一日を終えることができます。"
"E0499","level0","38548",,,"- 少女の言葉 -"
"E0500","level0","38572",,,"分かった音が増えてくると、少女の言葉が\nだんだんと理解できるでしょう。"
"E0501","level0","38728",,,"メニュー"
"E0502","level0","38744",,,"ゲームに戻る"
"E0503","level0","38768",,,"タイトルに戻る"
"E0504","level0","38796",,,"ゲームを終了する"
"E0505","level0","38860",,,"ゲームを終了しますか？"
"E0506","level0","38956",,,"前回の続き（Day {0}）から始めますか？\nそれとも最初から始めますか？"
"E0507","level0","39056",,,"つづきから"
"E0508","level0","39076",,,"はじめから"
"E0509","level0","39208",,,"音量設定"
"E0510","level0","39240",,,"閉じる"
"E0511","level0","39392",,,"少女はもう答えられそうにない。明日まで休ませよう。"
"E0512","Assembly-CSharp.dll","1337","Echoes.Runtime.EchoesGameSystem","Inspect","Scenarioが未設定です。"
"E0513","Assembly-CSharp.dll","1369","Echoes.Runtime.EchoesGameSystem","Inspect","Day {0} の定義がありません。"
"E0514","Assembly-CSharp.dll","1407","Echoes.Runtime.EchoesGameSystem","Inspect","調べられない対象です。"
"E0515","Assembly-CSharp.dll","1431","Echoes.Runtime.EchoesGameSystem","Inspect","この日は既に調査済みです。"
"E0516","Assembly-CSharp.dll","1459","Echoes.Runtime.EchoesGameSystem","Inspect","調査成功"
"E0517","Assembly-CSharp.dll","1668","Echoes.Runtime.EchoesGameSystem","ResolveInsufficientGirlStaminaMessage","少女はもう答えられそうにない。"
"E0518","Assembly-CSharp.dll","2537","Echoes.Runtime.EchoesGameUIController","TryStartDebugDay5EndingOutro","EchoesGameSystem が未設定です。"
"E0519","Assembly-CSharp.dll","2587","Echoes.Runtime.EchoesGameUIController","TryStartDebugDay5EndingOutro","EchoesPresentation が未設定です。"
"E0520","Assembly-CSharp.dll","2641","Echoes.Runtime.EchoesGameUIController","TryStartDebugDay5EndingOutro","Ending TypeにNone以外を指定してください。"
"E0521","Assembly-CSharp.dll","2699","Echoes.Runtime.EchoesGameUIController","TryStartDebugDay5EndingOutro","EchoesPresentationにDay 5がありません。"
"E0522","Assembly-CSharp.dll","2763","Echoes.Runtime.EchoesGameUIController","TryStartDebugDay5EndingOutro","Day 5にEnding Type '{0}' の専用Outro lineが設定されていません。"
"E0523","Assembly-CSharp.dll","2861","Echoes.Runtime.EchoesGameUIController","ReportDebugDay5EndingOutroStartError","Day 5 Ending Outroのデバッグ開始に失敗しました。"
"E0524","Assembly-CSharp.dll","3653","Echoes.Runtime.EchoesGameUIController","TryStartDebugEndRoll","' のエンドロールが見つかりません。"
"E0525","Assembly-CSharp.dll","3691","Echoes.Runtime.EchoesGameUIController","TryStartDebugEndRoll","' にlineが設定されていません。"
"E0526","Assembly-CSharp.dll","3729","Echoes.Runtime.EchoesGameUIController","ReportDebugEndRollStartError","エンドロールのデバッグ開始に失敗しました。"
"E0527","Assembly-CSharp.dll","3791","Echoes.Runtime.EchoesGameUIController","ResolveEndRollRouteIdFromText","サイレント"
"E0528","Assembly-CSharp.dll","4109","Echoes.Runtime.EchoesGameUIController","EnsureForgetKnownSoundsButton","わすれる"
"E0529","Assembly-CSharp.dll","4127","Echoes.Runtime.EchoesGameUIController","UpdateForgetConfirmationMessage","「分かった音」をリセットしますか？（"
"E0530","Assembly-CSharp.dll","4165","Echoes.Runtime.EchoesGameUIController","UpdateForgetConfirmationMessage","%解読済み）"
"E0531","Assembly-CSharp.dll","4335","Echoes.Runtime.EchoesGameUIController","BuildForgetConfirmationContent","「分かった音」をリセットしますか？"
"E0532","Assembly-CSharp.dll","5742","Echoes.Runtime.EchoesGameUIController","Start","EchoesGameSystem または Scenario が未設定です。"
"E0533","Assembly-CSharp.dll","6765","Echoes.Runtime.EchoesGameUIController","CreateOperationGuessHelpButton","解読の手引き"
"E0534","Assembly-CSharp.dll","7796","Echoes.Runtime.EchoesGameUIController","CreateOperationGuessDoneButton","完了"
"E0535","Assembly-CSharp.dll","8377","Echoes.Runtime.EchoesGameUIController","OnOperationItemPressed","調査に失敗しました。"
"E0536","Assembly-CSharp.dll","8680","Echoes.Runtime.EchoesGameUIController","OpenPauseMenuConfirmation","ゲームを終了しますか？\n進行状況は自動的に保存されます。"
"E0537","Assembly-CSharp.dll","8738","Echoes.Runtime.EchoesGameUIController","OpenPauseMenuConfirmation","タイトル画面に戻りますか？\n進行状況は自動的に保存されます。"
"E0538","Assembly-CSharp.dll","11188","Echoes.Runtime.EchoesGameUIController","UpdateTitleStartChoiceMessage","前回の続き（Day {0}）から始めますか？\n"
"E0539","Assembly-CSharp.dll","11236","Echoes.Runtime.EchoesGameUIController","UpdateTitleStartChoiceMessage","開始地点を選んでください。"
"E0540","Assembly-CSharp.dll","12460","Echoes.Runtime.EchoesGameUIController",".ctor","前のページへ"
"E0541","Assembly-CSharp.dll","12474","Echoes.Runtime.EchoesGameUIController",".ctor","次のページへ"
"E0542","Assembly-CSharp.dll","12488","Echoes.Runtime.EchoesGameUIController",".ctor","再生"
"E0543","Assembly-CSharp.dll","12500","Echoes.Runtime.EchoesGameUIController",".ctor","音に耳を澄ませる"
"E0544","Assembly-CSharp.dll","12518","Echoes.Runtime.EchoesGameUIController",".ctor","アイテムを押すと、その名を表す音が流れる。\n何度でも聞き直すことができる。"
"E0545","Assembly-CSharp.dll","12594","Echoes.Runtime.EchoesGameUIController",".ctor","印を並べる"
"E0546","Assembly-CSharp.dll","12606","Echoes.Runtime.EchoesGameUIController",".ctor","聞こえた音に対応する印をつまみ、空いた枠へ運ぶ。\n印は並べ替えることも、枠から戻すこともできる。"
"E0547","Assembly-CSharp.dll","12704","Echoes.Runtime.EchoesGameUIController",".ctor","名を読み解く"
"E0548","Assembly-CSharp.dll","12718","Echoes.Runtime.EchoesGameUIController",".ctor","すべての印を正しい順番に並べると、アイテムの名が明らかになる。\n一度分かった音は、別のものを読み解く手がかりとして残る。"
"E0549","Assembly-CSharp.dll","12922","Echoes.Runtime.EchoesGameUIController",".ctor","前回の続き（Day {0}）から始めますか？\n開始地点を選んでください。"
"E0550","Assembly-CSharp.dll","12996","Echoes.Runtime.EchoesGameUIController",".ctor","続きから始める"
"E0551","Assembly-CSharp.dll","13012","Echoes.Runtime.EchoesGameUIController",".ctor","最初から始める"
"E0552","Assembly-CSharp.dll","13486","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","あいうえお"
"E0553","Assembly-CSharp.dll","13498","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","かきくけこ"
"E0554","Assembly-CSharp.dll","13510","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","さしすせそ"
"E0555","Assembly-CSharp.dll","13522","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","たちつてと"
"E0556","Assembly-CSharp.dll","13534","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","なにぬねの"
"E0557","Assembly-CSharp.dll","13546","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","はひふへほ"
"E0558","Assembly-CSharp.dll","13558","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","まみむめも"
"E0559","Assembly-CSharp.dll","13570","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","やゆよ"
"E0560","Assembly-CSharp.dll","13578","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","らりるれろ"
"E0561","Assembly-CSharp.dll","13590","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","わを"
"E0562","Assembly-CSharp.dll","13596","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","がぎぐげご"
"E0563","Assembly-CSharp.dll","13608","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","ざじずぜぞ"
"E0564","Assembly-CSharp.dll","13620","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","だぢづでど"
"E0565","Assembly-CSharp.dll","13632","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","ばびぶべぼ"
"E0566","Assembly-CSharp.dll","13644","Echoes.Runtime.EchoesKanaNameTransformer",".cctor","ぱぴぷぺぽ"
